meal_type,day_of_week,menu_popularity_score,holiday_flag,exam_period_flag,total_registered_students,current_bookings,last_7_day_avg_attendance,actual_attendance
dinner,0,1.81,0,0,175,137,147.3,156
breakfast,0,4.64,0,0,200,144,143.0,170
dinner,3,8.39,0,1,225,199,215.2,210
lunch,1,6.19,0,0,225,207,187.6,207
breakfast,6,3.0,0,1,225,158,142.6,152
breakfast,0,1.36,1,0,225,90,106.6,95
lunch,4,5.98,0,1,175,156,173.8,162
dinner,6,2.2,0,0,175,115,130.1,135
dinner,4,4.08,0,0,200,173,153.5,167
breakfast,6,5.59,1,0,175,61,57.1,62
breakfast,1,9.13,0,0,175,150,153.6,157
lunch,5,1.74,0,0,175,119,117.9,128
breakfast,2,7.02,0,0,150,122,110.9,121
breakfast,1,1.13,0,1,200,175,143.9,161
breakfast,3,6.67,0,0,200,168,151.1,161
dinner,2,5.96,0,0,175,154,169.9,156
dinner,3,8.31,0,0,175,172,161.0,162
lunch,4,5.78,0,0,200,170,186.0,163
dinner,0,4.17,0,0,200,172,161.4,175
breakfast,6,3.18,0,0,250,165,135.5,155
lunch,3,1.77,0,0,175,143,160.3,158
breakfast,4,5.81,0,1,150,124,116.6,123
lunch,1,8.99,0,0,225,214,207.5,221
dinner,3,5.63,0,0,175,166,154.1,163
lunch,4,7.65,0,0,200,193,174.0,180
lunch,0,3.69,0,1,225,213,225.2,217
lunch,6,5.03,0,1,150,125,121.1,117
breakfast,3,3.92,0,0,175,140,144.0,129
dinner,5,1.98,1,0,150,55,68.2,66
lunch,4,4.75,0,0,175,165,157.2,148
lunch,3,7.88,0,1,175,160,167.2,157
lunch,0,4.55,0,0,200,188,192.7,186
lunch,6,6.85,0,0,225,187,188.0,183
breakfast,3,7.83,0,1,150,129,117.0,134
dinner,3,3.9,0,0,150,136,126.6,140
breakfast,6,8.18,0,1,200,135,148.9,148
dinner,5,4.05,1,0,200,93,84.1,88
dinner,4,3.3,0,0,200,156,166.5,167
dinner,2,3.0,0,0,200,190,183.4,175
lunch,6,2.8,0,0,225,164,154.4,166
lunch,3,7.63,0,1,200,189,182.5,192
breakfast,2,8.99,0,0,200,157,177.5,165
dinner,1,3.08,0,0,150,122,129.4,132
breakfast,3,1.77,0,0,250,192,185.2,185
lunch,2,3.82,0,0,175,159,154.7,170
breakfast,1,6.92,0,0,225,198,197.4,192
breakfast,5,4.32,0,0,200,123,123.5,123
lunch,4,5.94,0,0,200,167,169.4,174
breakfast,3,7.7,0,0,200,156,148.2,167
dinner,4,4.68,0,1,200,194,171.9,182
breakfast,1,10.0,0,0,200,178,176.4,170
breakfast,4,3.68,0,0,200,148,131.8,149
lunch,4,9.8,0,1,175,168,169.5,165
breakfast,6,2.83,0,0,200,116,105.9,121
breakfast,0,2.0,0,0,150,122,107.7,111
dinner,1,7.76,0,0,175,167,161.5,160
breakfast,4,7.32,0,0,200,154,137.6,150
dinner,2,8.3,0,0,250,225,241.0,239
breakfast,1,4.09,0,0,200,162,143.2,156
breakfast,0,9.38,0,0,225,198,169.7,186
dinner,3,2.08,0,0,200,185,164.0,166
breakfast,5,1.27,0,0,250,158,155.2,151
breakfast,4,3.71,1,0,200,95,90.1,85
lunch,2,8.18,0,0,200,192,196.7,185
breakfast,0,7.06,0,0,200,166,157.7,162
dinner,1,4.93,0,0,200,190,172.9,186
breakfast,5,3.31,0,0,225,135,132.6,142
dinner,5,1.53,0,0,175,139,119.0,128
dinner,4,4.04,0,0,200,167,158.1,166
lunch,0,5.14,0,0,200,190,166.3,187
dinner,0,7.18,0,0,175,160,150.6,163
lunch,2,6.81,0,0,200,188,171.3,191
dinner,3,9.53,1,0,200,118,114.6,134
breakfast,3,1.9,0,0,200,136,138.7,152
dinner,6,4.03,0,0,175,137,122.6,132
lunch,3,5.33,0,0,200,191,196.0,186
lunch,6,7.04,0,1,225,178,205.0,196
lunch,5,5.46,0,0,200,154,158.3,155
dinner,5,9.21,0,0,250,190,217.3,199
breakfast,1,6.48,0,0,150,114,124.5,130
breakfast,5,1.36,0,0,175,95,103.8,111
dinner,5,2.02,0,0,175,139,113.7,132
lunch,0,7.78,0,0,200,179,168.9,189
dinner,1,7.44,0,0,175,175,147.1,174
dinner,0,2.38,0,0,225,193,179.3,193
dinner,2,1.53,0,0,250,216,194.3,214
dinner,6,6.21,0,0,175,123,122.2,127
breakfast,6,6.72,0,0,250,158,159.4,159
breakfast,2,2.22,0,0,200,159,148.1,151
dinner,6,5.26,1,0,175,85,75.0,77
lunch,1,3.75,0,0,225,208,212.8,213
breakfast,1,9.38,0,0,150,135,123.6,131
lunch,5,2.97,0,0,200,160,141.4,156
dinner,6,7.6,0,1,225,182,190.4,193
lunch,2,5.66,0,0,250,226,251.8,240
lunch,4,1.1,0,0,150,128,129.2,124
lunch,3,5.65,1,0,150,85,90.5,95
breakfast,5,1.9,0,0,250,161,146.1,150
lunch,3,6.93,1,0,225,134,127.8,154
lunch,2,6.09,0,0,225,221,214.4,206
breakfast,6,1.09,0,0,225,128,121.1,126
dinner,6,2.84,0,0,225,152,164.7,160
lunch,3,7.99,0,0,200,194,196.1,178
dinner,4,3.48,0,0,225,203,199.6,188
dinner,6,5.49,0,0,150,119,111.8,113
breakfast,4,3.81,0,0,225,149,170.5,159
lunch,0,9.29,1,0,200,131,139.4,136
lunch,1,5.83,0,0,250,229,225.3,230
dinner,3,7.27,0,0,250,245,208.2,226
breakfast,6,1.75,0,0,175,114,95.6,106
dinner,4,1.36,1,0,225,122,121.7,118
lunch,6,3.33,1,0,250,100,110.5,113
breakfast,1,3.78,0,1,175,138,148.9,151
breakfast,1,7.19,0,0,225,187,195.7,188
lunch,0,6.12,0,0,200,196,190.5,191
dinner,1,4.37,0,0,200,187,193.4,182
breakfast,1,6.89,0,0,225,181,167.8,181
lunch,5,2.47,0,0,225,157,180.3,170
lunch,2,1.57,1,0,175,97,107.4,108
dinner,6,8.69,1,0,225,114,117.7,110
breakfast,0,6.08,0,0,150,107,123.1,117
dinner,0,6.84,0,0,200,188,173.9,188
breakfast,3,3.77,0,0,150,103,102.9,106
lunch,1,4.35,0,0,175,170,148.6,167
breakfast,3,1.74,0,0,250,170,181.3,179
breakfast,5,8.71,0,0,225,146,149.5,158
lunch,4,6.33,0,0,225,192,203.2,207
breakfast,1,1.75,0,0,175,120,131.4,129
dinner,4,8.24,0,1,200,190,171.1,198
breakfast,2,5.0,0,0,200,165,139.1,163
lunch,5,7.89,0,0,225,191,167.5,188
lunch,1,1.11,0,0,175,172,143.7,156
breakfast,3,1.26,0,1,175,124,140.3,142
breakfast,3,2.54,0,1,225,193,168.7,180
lunch,1,2.9,0,0,175,147,144.7,162
lunch,6,7.88,0,0,200,173,165.0,168
lunch,3,7.36,0,0,200,191,201.9,191
lunch,6,6.54,0,1,150,123,112.5,126
lunch,1,8.96,0,0,175,166,178.1,166
breakfast,0,3.22,0,0,225,168,184.0,169
lunch,3,9.14,0,1,250,239,233.4,239
dinner,6,9.19,0,0,200,152,150.3,159
lunch,1,4.91,0,0,200,174,171.5,196
dinner,1,1.85,0,0,200,190,186.0,184
breakfast,6,7.54,0,0,175,102,115.1,113
dinner,3,4.03,0,0,200,185,178.8,176
dinner,0,8.15,0,0,200,195,198.9,183
lunch,3,2.47,0,0,200,168,171.5,166
dinner,1,5.86,0,0,200,174,179.3,190
breakfast,0,5.57,0,0,200,159,164.2,156
breakfast,4,1.9,0,0,250,189,164.4,178
dinner,2,4.27,0,0,150,128,127.7,131
dinner,3,1.76,0,0,175,157,143.4,149
breakfast,5,5.18,0,0,250,150,171.4,162
breakfast,1,8.59,0,0,150,136,131.5,126
breakfast,0,3.43,0,0,225,176,162.3,164
breakfast,6,7.88,1,0,200,70,65.4,76
dinner,6,2.65,0,0,150,118,103.5,107
lunch,6,7.06,0,1,150,134,126.6,120
lunch,0,9.24,0,0,200,189,192.9,196
lunch,4,3.92,1,0,175,106,91.1,105
breakfast,3,9.1,0,0,225,199,173.0,187
breakfast,5,5.55,0,0,200,131,139.6,130
lunch,6,3.85,0,1,175,144,134.9,140
dinner,0,9.07,0,0,175,165,156.5,161
dinner,6,1.29,0,0,225,156,161.0,158
breakfast,4,1.25,0,1,225,156,162.6,157
dinner,1,6.4,0,0,225,204,198.0,218
dinner,6,8.17,0,0,150,105,113.5,114
dinner,4,7.76,0,0,200,191,161.8,170
lunch,3,1.72,0,0,225,184,185.3,192
lunch,6,9.55,0,0,225,194,178.3,185
breakfast,4,7.33,0,1,175,143,140.7,145
breakfast,0,9.54,1,0,250,122,139.9,134
breakfast,0,3.96,0,0,150,103,111.0,113
breakfast,2,7.25,0,1,200,169,171.1,168
lunch,4,8.74,0,0,250,216,247.2,235
dinner,1,4.42,0,0,225,206,216.0,210
lunch,6,9.68,0,1,200,188,162.3,176
breakfast,5,3.38,0,0,225,126,130.1,135
dinner,5,3.84,0,0,200,136,152.9,149
dinner,3,9.28,0,1,150,141,141.9,140
dinner,2,9.73,0,0,200,200,188.0,199
dinner,4,3.57,0,0,200,155,153.0,168
lunch,1,2.23,0,0,200,181,174.3,180
dinner,2,7.83,0,0,175,171,170.3,174
breakfast,0,9.37,0,1,225,194,204.9,204
lunch,3,6.41,0,0,175,150,148.8,167
breakfast,6,6.71,0,0,200,134,125.5,137
breakfast,6,7.87,0,0,225,151,144.3,154
breakfast,6,2.38,0,0,225,141,131.5,132
lunch,4,9.76,0,0,175,151,158.5,162
dinner,5,4.28,0,0,250,201,186.3,192
lunch,1,6.65,0,0,150,143,148.1,143
breakfast,6,5.22,0,0,175,114,105.4,101
dinner,6,5.21,0,0,175,119,129.7,124
lunch,0,7.32,0,0,200,189,190.3,190
lunch,2,9.95,0,0,225,208,227.6,204
dinner,6,6.93,0,0,175,122,136.5,128
breakfast,3,8.15,0,0,250,212,184.9,202
lunch,2,1.25,0,0,175,145,153.5,154
dinner,5,8.29,0,0,200,155,163.0,164
breakfast,2,3.7,0,0,200,164,135.8,158
lunch,1,2.14,0,0,225,209,184.4,207
dinner,0,2.02,0,0,200,178,153.8,179
dinner,4,7.12,0,0,175,146,137.0,150
breakfast,1,9.98,0,0,200,172,155.3,168
breakfast,5,7.0,0,0,200,131,143.6,133
breakfast,3,3.36,0,0,150,124,105.0,117
lunch,5,2.83,0,0,150,101,105.0,118
lunch,5,5.73,0,0,175,144,146.2,145
breakfast,2,1.59,0,0,225,173,173.1,171
dinner,3,4.59,1,0,200,118,120.8,129
lunch,1,7.0,0,1,175,171,160.1,170
breakfast,5,9.71,0,0,175,128,109.0,123
lunch,1,4.83,0,0,175,174,172.5,170
dinner,6,2.8,0,0,200,138,151.5,152
breakfast,6,8.36,0,0,150,113,97.6,93
breakfast,6,7.7,0,0,150,104,99.9,97
dinner,4,8.74,0,1,175,165,161.9,161
lunch,2,2.93,0,1,225,224,200.1,212
lunch,1,4.64,0,0,200,200,186.7,186
lunch,6,9.83,1,0,200,116,106.9,108
breakfast,6,2.42,0,0,150,87,81.1,95
breakfast,3,7.04,0,0,225,174,178.5,187
lunch,5,3.13,0,1,175,156,148.0,147
breakfast,6,5.5,0,0,150,104,92.6,97
breakfast,4,8.2,0,0,225,174,159.5,170
dinner,3,5.4,0,0,200,178,189.7,186
dinner,2,8.25,0,0,225,212,216.1,220
dinner,4,4.84,1,0,225,136,125.8,109
dinner,4,9.99,0,0,250,227,231.4,240
breakfast,4,4.92,0,1,200,151,145.9,149
dinner,5,2.34,0,0,150,106,107.6,106
breakfast,6,4.62,0,0,200,129,118.1,128
dinner,0,7.68,0,0,200,186,196.8,183
dinner,4,8.63,0,0,150,144,134.7,135
dinner,3,5.14,1,0,200,131,122.8,114
dinner,3,6.35,1,0,200,122,124.5,126
lunch,2,8.6,0,1,175,162,162.1,165
breakfast,1,8.32,1,0,150,95,85.4,80
lunch,1,6.92,0,0,225,199,213.7,217
lunch,0,8.34,0,0,225,216,197.1,211
breakfast,5,6.18,0,0,175,117,108.8,121
lunch,6,1.04,0,0,150,107,112.9,104
dinner,5,1.37,0,0,225,174,174.1,159
breakfast,6,9.82,0,0,175,127,118.8,121
dinner,4,2.3,0,0,200,159,157.9,167
dinner,6,4.64,0,0,200,163,149.7,149
dinner,0,9.4,0,0,175,161,162.1,163
dinner,2,2.76,0,1,200,184,195.0,181
lunch,2,8.59,0,0,250,230,248.0,238
dinner,1,8.36,0,0,200,200,184.5,191
dinner,2,9.88,0,1,250,224,246.7,236
breakfast,4,3.54,0,0,175,134,115.7,135
lunch,3,3.84,0,0,225,188,193.8,200
dinner,2,9.13,0,1,175,156,148.7,175
breakfast,0,3.11,0,0,175,124,139.6,133
lunch,4,5.93,0,0,175,144,166.6,161
lunch,2,7.37,0,0,225,201,212.0,215
breakfast,5,3.45,0,0,225,129,146.7,148
lunch,6,9.45,0,0,200,161,157.5,175
dinner,2,6.99,0,0,200,200,184.6,187
lunch,5,1.42,0,0,225,156,159.5,164
breakfast,4,2.22,1,0,250,108,103.0,93
breakfast,2,2.72,0,1,200,176,150.5,160
lunch,5,3.2,0,0,200,144,139.3,159
dinner,3,7.58,0,0,150,142,147.3,146
breakfast,1,1.8,1,0,175,77,86.3,88
lunch,4,4.16,0,0,175,146,159.1,151
breakfast,5,9.2,0,0,175,125,127.4,127
breakfast,0,6.01,0,0,175,143,143.6,143
dinner,2,3.39,0,0,200,167,187.8,174
dinner,5,9.61,0,0,250,191,189.9,204
breakfast,6,3.2,0,0,225,146,143.4,145
lunch,5,9.15,0,0,200,162,177.6,160
breakfast,5,7.53,0,1,150,106,111.5,114
lunch,6,7.66,0,0,150,134,120.0,115
lunch,1,7.88,0,0,225,225,197.5,214
breakfast,6,5.56,0,1,175,127,126.4,128
breakfast,6,8.33,1,0,200,86,72.7,75
lunch,0,8.53,0,0,175,158,166.4,166
dinner,6,4.24,0,0,175,136,129.2,128
dinner,0,4.6,0,0,175,158,166.4,165
breakfast,3,9.0,0,1,200,183,158.8,179
dinner,6,5.72,0,0,200,144,134.7,157
lunch,1,8.8,0,0,200,178,175.7,195
lunch,6,6.64,0,0,200,160,153.6,162
dinner,5,6.34,0,1,175,137,142.2,148
dinner,4,1.28,0,0,150,118,119.9,119
dinner,1,3.5,0,0,200,175,164.3,184
lunch,6,5.52,0,0,150,113,120.5,115
lunch,1,6.29,0,0,175,162,156.1,158
dinner,0,6.67,0,1,225,206,226.3,221
breakfast,3,7.45,0,0,200,157,168.7,156
lunch,3,6.91,0,0,175,173,147.3,163
lunch,1,8.64,0,1,250,250,211.1,232
lunch,1,3.66,0,0,200,186,187.1,182
breakfast,6,6.77,0,0,250,159,145.1,157
breakfast,2,1.46,1,0,200,76,88.5,87
dinner,5,5.32,0,0,175,125,120.9,136
breakfast,0,3.41,0,1,175,141,139.5,145
lunch,5,4.43,0,0,225,162,169.6,180
breakfast,4,4.19,0,0,175,133,126.8,125
breakfast,4,1.54,0,0,175,127,116.1,109
breakfast,3,5.2,0,1,225,191,169.8,192
breakfast,0,9.95,0,0,225,178,200.2,196
dinner,5,3.69,0,0,250,188,176.7,185
breakfast,3,7.63,0,0,250,194,180.5,206
dinner,4,5.93,0,0,200,184,170.5,175
lunch,1,3.93,0,0,200,177,197.4,188
lunch,0,1.81,0,0,200,187,166.6,180
lunch,0,2.94,0,0,200,168,175.6,176
lunch,5,8.04,1,0,200,94,100.9,102
dinner,6,3.51,0,0,200,134,129.9,148
breakfast,2,2.3,0,0,175,122,139.1,132
lunch,5,3.98,0,0,200,141,159.9,155
dinner,1,6.26,0,1,250,243,213.1,242
dinner,6,7.33,0,0,225,162,158.6,162
dinner,6,4.49,0,0,200,140,130.6,154
lunch,6,5.48,0,0,175,134,145.4,135
dinner,1,5.09,0,1,225,207,205.2,213
lunch,3,1.08,0,0,200,173,185.5,176
lunch,0,4.56,0,1,200,200,183.2,188
breakfast,3,6.29,0,0,250,209,178.4,193
lunch,1,6.13,0,0,200,180,180.2,193
breakfast,2,7.75,1,0,250,126,125.3,138
lunch,0,7.03,0,0,175,158,151.9,171
dinner,1,3.49,0,0,250,234,202.2,232
breakfast,2,3.3,0,0,200,143,144.3,145
breakfast,5,5.18,0,0,200,139,128.4,134
breakfast,4,7.6,0,0,200,165,143.4,152
dinner,6,1.84,0,0,200,151,152.2,139
lunch,1,9.53,0,0,200,200,185.5,190
lunch,4,5.89,0,0,200,178,161.3,185
dinner,3,3.76,0,0,200,187,170.4,172
dinner,4,7.24,0,0,250,220,225.8,219
lunch,1,1.4,0,0,175,162,154.4,151
dinner,4,5.36,0,0,175,150,142.9,142
dinner,6,5.37,0,0,225,161,152.3,167
lunch,0,2.46,1,0,200,122,115.7,125
breakfast,1,8.54,0,0,150,125,114.2,133
dinner,2,8.17,1,0,200,140,123.1,130
lunch,4,2.37,0,0,200,174,152.6,169
breakfast,0,4.27,0,0,200,156,158.4,153
lunch,6,1.9,0,0,175,124,132.4,120
breakfast,3,8.64,0,0,250,192,190.4,198
breakfast,3,3.91,0,0,225,182,153.9,178
dinner,6,4.95,1,0,225,105,95.9,94
breakfast,4,3.91,1,0,225,85,95.2,87
lunch,3,3.79,0,1,150,139,146.8,138
lunch,2,7.73,0,0,200,189,182.5,180
breakfast,1,7.73,0,1,225,192,190.6,205
dinner,0,5.66,0,0,150,135,145.4,137
breakfast,5,6.92,0,1,225,172,157.1,160
breakfast,4,5.6,0,0,250,185,180.3,188
breakfast,3,1.26,0,0,200,155,141.4,151
breakfast,1,1.59,0,0,200,167,145.8,153
breakfast,5,4.45,0,0,200,131,131.3,128
dinner,2,7.75,0,0,200,180,176.0,181
dinner,3,9.22,0,0,200,184,181.6,187
breakfast,3,1.27,0,0,225,162,154.5,168
lunch,0,4.31,0,0,200,172,182.9,184
dinner,2,3.01,0,0,200,172,189.8,183
dinner,2,8.34,0,0,225,199,204.1,217
lunch,4,8.61,0,0,200,198,197.5,174
breakfast,5,2.86,0,0,225,143,141.6,142
breakfast,0,7.4,0,0,225,192,191.2,184
dinner,4,7.59,0,0,175,167,146.7,145
dinner,0,2.59,0,0,200,181,162.8,166
breakfast,2,4.9,0,0,200,159,156.3,153
lunch,0,6.58,1,0,250,169,174.7,160
dinner,0,1.23,0,0,225,199,198.3,198
dinner,0,4.64,0,0,200,171,184.0,175
dinner,1,2.39,1,0,200,117,115.4,127
dinner,1,5.88,0,0,225,213,222.8,214
lunch,5,8.59,0,0,200,161,169.2,165
lunch,5,5.72,0,0,150,110,120.8,121
lunch,6,1.32,0,0,200,144,136.1,154
breakfast,2,1.27,0,0,150,96,118.9,110
lunch,0,6.45,0,0,200,199,175.8,188
dinner,2,3.95,0,0,200,173,176.3,181
breakfast,1,6.15,0,0,225,190,175.4,179
dinner,0,2.47,0,1,200,178,169.5,185
lunch,4,7.99,0,0,150,144,124.5,134
dinner,1,8.75,0,0,200,200,178.3,194
breakfast,1,9.0,0,0,175,150,152.7,150
breakfast,1,3.74,0,0,175,139,149.4,143
lunch,6,6.95,0,0,200,167,166.0,157
breakfast,0,3.51,0,1,250,214,189.3,198
dinner,5,7.86,0,0,250,202,180.0,209
dinner,3,2.08,0,0,225,202,197.4,189
breakfast,4,7.86,0,0,175,131,119.6,135
lunch,4,4.96,0,0,225,188,207.2,198
lunch,2,8.7,0,1,150,150,148.4,146
lunch,0,7.65,0,0,150,128,147.5,149
dinner,5,4.39,0,0,225,158,169.4,169
dinner,1,9.13,0,0,200,180,204.2,185
dinner,3,3.55,0,1,200,197,180.7,174
dinner,0,9.7,0,1,225,224,229.5,212
lunch,0,7.9,1,0,175,119,122.5,104
dinner,6,9.92,0,0,175,133,127.6,136
dinner,5,1.49,0,0,225,151,172.6,162
dinner,3,3.47,0,0,175,167,144.9,161
dinner,1,7.67,0,1,200,181,196.4,189
breakfast,0,9.3,0,0,200,156,147.8,172
dinner,4,1.26,0,0,175,144,132.8,142
breakfast,4,1.0,0,0,225,146,159.9,155
lunch,3,3.31,0,0,200,187,192.3,184
lunch,1,8.68,0,0,200,175,173.7,191
dinner,3,7.9,0,0,175,152,158.4,161
dinner,0,4.06,0,0,200,173,178.5,185
dinner,6,1.02,0,0,150,103,112.4,102
dinner,6,5.99,0,0,200,160,147.5,147
lunch,4,3.14,0,0,200,156,182.4,165
dinner,6,7.71,0,0,200,152,167.8,154
lunch,2,5.02,0,0,225,212,223.3,209
lunch,3,7.11,0,0,225,198,218.3,213
breakfast,6,8.67,0,0,200,132,121.3,133
dinner,2,5.82,1,0,175,95,108.1,106
dinner,2,4.02,0,0,250,227,230.9,225
lunch,5,7.93,0,0,150,110,131.7,128
breakfast,4,3.39,0,0,175,123,130.5,110
dinner,3,9.02,0,0,175,166,163.0,155
breakfast,2,1.64,0,0,250,174,172.2,192
dinner,0,8.52,1,0,175,112,110.7,112
dinner,6,1.82,0,0,200,128,143.1,146
lunch,5,1.51,0,0,225,165,158.7,161
breakfast,1,4.27,0,0,250,193,194.3,200
dinner,6,9.61,0,0,200,155,142.2,154
dinner,6,9.85,0,0,200,153,170.0,163
lunch,6,2.82,0,1,250,211,175.6,196
dinner,5,2.34,0,0,150,123,105.8,102
breakfast,1,4.18,0,0,225,186,176.8,183
lunch,4,4.03,1,0,175,90,106.4,102
dinner,3,7.84,1,0,225,156,151.5,140
dinner,3,5.0,0,0,175,142,158.5,154
breakfast,1,8.02,0,0,200,176,168.5,174
dinner,6,7.74,0,0,150,109,111.5,119
lunch,0,6.2,0,0,175,157,146.6,165
lunch,1,8.5,0,1,200,180,177.4,184
breakfast,1,2.76,0,0,225,183,184.7,186
dinner,3,2.46,0,0,250,228,219.1,217
breakfast,2,7.76,0,1,175,154,158.5,160
breakfast,0,3.2,0,0,175,122,140.4,131
breakfast,3,1.03,0,0,250,191,163.3,181
dinner,5,9.21,0,0,225,179,174.3,181
dinner,1,6.61,0,0,200,193,191.9,190
dinner,2,5.0,1,0,200,129,127.1,121
breakfast,0,7.53,0,0,175,153,148.8,146
lunch,4,4.0,0,0,200,173,166.8,172
lunch,0,9.58,0,0,200,200,202.6,192
dinner,0,1.62,0,0,200,169,162.6,176
dinner,6,6.77,0,0,200,142,147.1,147
breakfast,1,8.0,0,0,150,119,115.5,120
dinner,1,5.22,0,1,225,198,197.1,207
breakfast,4,7.79,0,0,250,183,170.2,196
lunch,4,9.34,0,0,225,194,196.8,215
breakfast,4,7.7,0,0,175,147,127.1,133
breakfast,3,3.78,0,0,175,139,118.8,136
lunch,3,6.06,1,0,225,146,134.6,140
lunch,1,9.2,0,0,200,198,178.7,193
lunch,1,5.04,0,0,225,225,221.5,225
dinner,4,7.14,0,0,150,124,120.3,140
lunch,3,5.19,0,0,225,204,212.2,214
breakfast,2,2.09,0,0,200,160,136.8,160
dinner,3,1.53,0,0,150,135,125.3,131
breakfast,1,9.57,0,0,200,185,176.7,178
lunch,3,6.51,0,0,200,198,187.2,184
dinner,1,1.93,0,0,200,191,179.6,182
lunch,4,8.72,0,0,175,169,148.3,156
breakfast,6,5.7,0,0,225,156,149.5,151
lunch,4,7.95,0,0,200,194,195.9,178
dinner,4,2.14,0,0,250,209,187.6,206
lunch,2,9.16,1,0,250,179,178.7,167
dinner,6,6.31,0,1,175,146,136.3,142
lunch,2,7.64,0,1,200,178,193.8,193
breakfast,1,1.28,0,0,175,139,130.5,125
lunch,0,3.84,0,0,200,174,190.1,183
dinner,5,3.41,0,0,225,177,149.4,175
breakfast,2,9.55,0,0,200,182,158.7,168
breakfast,1,2.67,0,1,175,155,129.0,149
breakfast,6,7.36,0,0,150,104,104.7,88
lunch,3,1.38,0,0,150,133,119.7,126
dinner,6,2.78,0,1,200,148,148.6,162
breakfast,4,4.05,0,0,250,192,183.5,178
lunch,4,8.15,1,0,200,130,119.6,121
breakfast,4,8.11,0,1,225,185,183.6,185
dinner,1,9.57,0,1,200,187,175.0,188
breakfast,4,9.25,0,0,200,168,141.2,143
lunch,2,1.73,0,0,200,192,165.8,182
dinner,3,8.47,0,0,250,244,221.7,237
dinner,4,5.06,0,0,175,158,144.5,154
lunch,1,8.79,0,0,200,194,178.4,191
lunch,3,1.8,0,0,225,200,175.7,195
lunch,4,8.4,0,0,200,192,165.4,186
breakfast,0,2.44,0,0,175,138,133.9,129
breakfast,4,4.0,1,0,200,81,75.9,87
lunch,5,1.26,0,0,200,148,132.5,155
breakfast,6,2.11,0,0,250,140,154.3,153
breakfast,2,5.01,0,0,200,153,140.3,157
lunch,3,8.37,0,0,200,199,169.8,183
dinner,2,7.96,0,0,200,176,187.1,191
lunch,0,3.12,0,0,200,189,175.3,181
breakfast,0,2.37,0,0,250,187,202.8,186
breakfast,5,4.5,0,0,200,138,136.6,133
dinner,2,8.95,0,0,175,158,168.0,167
breakfast,3,1.82,0,0,225,171,148.5,170
breakfast,0,5.89,1,0,175,77,85.3,75
lunch,0,1.8,0,0,150,138,118.2,122
lunch,4,5.23,0,0,175,160,163.5,157
lunch,5,2.14,0,0,225,155,172.0,173
breakfast,6,1.72,0,1,250,170,159.2,155
breakfast,1,2.72,0,1,175,139,140.0,151
dinner,6,3.3,0,0,200,155,142.4,151
breakfast,6,3.49,0,0,200,108,117.1,122
dinner,0,6.81,0,0,200,178,167.4,190
dinner,3,1.49,0,0,150,126,129.6,132
lunch,3,1.73,0,1,150,124,150.0,145
breakfast,4,2.7,0,0,200,151,128.2,143
breakfast,3,8.85,0,0,225,176,199.6,187
lunch,4,6.66,0,1,150,127,150.5,145
dinner,0,7.57,0,0,175,175,173.6,160
dinner,0,4.33,0,0,175,146,164.3,150
breakfast,6,2.92,1,0,200,63,64.9,57
breakfast,0,1.34,0,0,150,125,103.2,115
dinner,0,5.4,0,0,225,216,198.3,202
dinner,1,6.17,0,0,200,200,183.5,180
dinner,5,9.07,0,1,200,174,154.6,161
breakfast,6,8.94,0,0,200,136,145.3,135
lunch,6,4.82,0,0,175,148,136.4,139
dinner,5,4.81,0,1,200,160,158.2,159
dinner,1,2.45,0,0,250,229,241.6,223
lunch,0,3.32,0,0,150,124,127.1,132
breakfast,3,9.33,0,0,150,129,117.5,122
lunch,4,2.27,0,0,175,154,135.9,146
breakfast,6,9.72,0,0,225,154,141.3,149
lunch,5,5.54,0,0,150,120,109.2,125
dinner,2,5.11,1,0,200,124,122.3,124
lunch,4,2.57,0,0,200,156,159.6,164
dinner,2,6.95,0,0,200,191,199.1,183
breakfast,2,5.14,0,0,150,114,123.1,116
dinner,6,4.34,0,0,200,142,135.0,148
dinner,0,3.38,0,0,175,148,162.3,156
breakfast,2,1.6,0,0,150,119,106.3,110
breakfast,0,5.67,0,0,200,169,147.2,158
lunch,1,3.82,0,0,225,198,217.6,211
breakfast,3,7.37,0,0,250,201,212.4,199
dinner,2,7.51,0,0,250,240,251.9,241
dinner,6,3.99,0,0,200,158,141.7,152
lunch,3,7.02,0,0,225,219,210.4,211
breakfast,0,3.33,0,1,200,177,163.5,169
lunch,2,7.54,0,0,200,184,191.1,192
dinner,4,1.14,0,0,150,115,117.2,124
breakfast,6,2.36,0,0,200,131,108.3,126
lunch,1,3.21,0,0,250,242,207.4,236
lunch,5,7.96,0,0,200,156,175.1,170
lunch,1,1.6,0,0,200,176,172.5,175
breakfast,2,2.69,0,0,225,184,156.7,171
dinner,6,4.23,0,0,200,134,159.4,144
breakfast,1,1.08,0,1,200,166,168.6,155
breakfast,5,7.86,0,0,200,146,146.4,128
dinner,4,6.04,0,0,200,187,162.8,178
dinner,3,9.11,0,0,250,241,230.5,238
breakfast,4,1.28,0,0,200,153,144.8,132
breakfast,1,3.44,1,0,200,109,97.1,98
breakfast,5,7.58,0,0,200,145,129.3,133
breakfast,3,7.08,0,0,200,168,145.9,155
breakfast,6,3.19,0,0,225,136,135.0,140
breakfast,5,6.36,0,0,200,123,133.0,132
lunch,4,8.14,0,0,200,175,187.4,188
dinner,0,1.3,0,1,200,190,190.0,180
